title,visits,pI,year,month
Macwelt,1.494.787,5.080.949,2009,10
Maedchen.de,1.035.234,23.640.169,2009,10
Märkische Oderzeitung Online,287.880,1.601.439,2009,10
MaerkischeAllgemeine.de,712.483,3.277.056,2009,10
magnus.de,2.191.311,6.913.904,2009,10
Main-Netz,400.973,4.741.439,2009,10
mainpost.de,1.351.152,15.166.093,2009,10
mamilade.de,274.946,819.841,2009,10
Mamiweb.de - Das Netzwerk für Mütter und die es...,691.418,7.576.052,2009,10
manager magazin online,5.302.085,19.816.508,2009,10
managerseminare.de,91.856,231.062,2009,10
Map24,10.910.362,113.129.009,2009,10
Mapquest,194.741,991.208,2009,10
Marburger & Gießener Magazin Express Online,242.073,2.099.428,2009,10
Marco Polo,386.176,3.252.395,2009,10
marketing-BÖRSE,95.194,220.455,2009,10
markt.de,4.008.270,71.239.487,2009,10
Maxdome,7.063.512,28.505.752,2009,10
mediabiz.de,547.903,2.494.617,2009,10
medical-tribune.de/arztbereich,8.941,26.707,2009,10
medical-tribune.de/patienten,62.037,103.369,2009,10
mediengestalter.info,1.261.406,2.870.013,2009,10
Medienhandbuch.de,117.862,240.452,2009,10
Medienhaus Bauer / Recklinghäuser Zeitung,254.662,1.857.318,2009,10
Medienhaus Lensing,1.667.728,9.357.121,2009,10
Medinfo - Metagesundheitsportal,182.201,247.937,2009,10
medizin-online - Medizin im Internet,123.696,321.414,2009,10
Meedia.de,1.004.186,2.724.570,2009,10
Mein schöner Garten Online,766.027,4.448.979,2009,10
Meine Gesundheit Online,326.319,616.509,2009,10
meinestadt.de,16.298.022,252.659.681,2009,10
Meininger Tageblatt,18.049,134.183,2009,10
meinVZ,113.701.319,2.638.089.711,2009,10
MensHealth.de,1.113.531,14.401.403,2009,10
MERIAN.de,824.264,5.992.913,2009,10
Merkur-Online,2.051.714,13.093.605,2009,10
Mister Wong,5.274.456,9.413.790,2009,10
mitfahrgelegenheit.de,2.705.759,31.488.996,2009,10
Mittelbayerische Zeitung,573.292,4.944.116,2009,10
MittelstandsWiki,110.850,223.757,2009,10
MM Maschinenmarkt Online,292.258,836.289,2009,10
mobilcom *,---,---,2009,10
Mobile Stadt,1.932,3.503,2009,10
mobile.de Der Automarkt,54.586.466,1.515.321.488,2009,10
moebel.de,983.606,10.546.435,2009,10
Möbelkultur,126.937,412.238,2009,10
moneyspecial,5.364,27.269,2009,10
Morgenweb,780.036,4.368.180,2009,10
"Morningstar
",64.833,454.323,2009,10
Motor Klassik,186.404,1.869.070,2009,10
Motor Sport Aktuell,263.373,837.819,2009,10
Motor-Talk,8.182.409,42.388.981,2009,10
Motor.de,408.610,819.841,2009,10
Motorrad-Online,898.613,7.365.707,2009,10
Motorsport-Magazin.com (ehemals adrivo.com) *,---,---,2009,10
Motorsport-Total.com -...,2.667.771,15.569.699,2009,10
motoso.de,609.868,2.709.342,2009,10
motoxmag.de *,---,---,2009,10
MovieGod.de,490.784,2.597.407,2009,10
MovieMaze.de,1.530.575,6.422.115,2009,10
mp3.de,186.199,756.830,2009,10
MSN,272.721.045,634.238.171,2009,10
mt-online (Mindener Tageblatt),301.108,1.336.849,2009,10
mtbrider.de *,---,---,2009,10
mtv.de,3.490.926,25.347.524,2009,10
Mühlacker Tagblatt,21.589,69.593,2009,10
Münsterländische Volkszeitung Rheine,180.268,1.169.379,2009,10
musicline.de - Die ganze Musik im Internet,337.613,1.728.256,2009,10
MusicMonster - Die 100% MP3-Flatrate,154.795,1.090.069,2009,10
My-Hammer.de,2.278.534,17.162.863,2009,10
MyMiki,8.956,54.052,2009,10
myself.de,159.608,4.961.247,2009,10
MySpace,52.283.131,639.793.298,2009,10
MyVideo,46.323.257,320.689.852,2009,10
mz-web.de,988.789,4.921.196,2009,10
N-Land.de - das regionale Online-Portal für das...,16.616,110.729,2009,10
n-tv.de,20.357.824,113.594.641,2009,10
N24 Online,21.704.042,58.815.614,2009,10
naturkost.de,231.182,768.352,2009,10
Naumburger Tageblatt,53.696,137.307,2009,10
NE-WS 89.4,43.484,99.911,2009,10
NEON,555.877,50.110.913,2009,10
NetDoktor.de,3.601.324,14.382.980,2009,10
Netlog,10.271.310,235.124.727,2009,10
NetMediaEurope.de,1.703.604,2.773.924,2009,10
NetMoms,2.765.640,27.449.207,2009,10
Network Computing,192.536,336.630,2009,10
netzathleten.de - Das interaktive Sportmagazin,6.306.661,44.449.551,2009,10
netzeitung.de,1.799.503,7.165.916,2009,10
netzwelt.de - IT-Magazin,9.342.935,29.139.921,2009,10
Neue OZ online,1.134.081,13.291.184,2009,10
Neue Presse,149.368,1.010.539,2009,10
Neue Presse Hannover,208.038,1.623.393,2009,10
News.de,1.507.716,3.872.450,2009,10
newsclick.de,658.767,4.878.524,2009,10
Newspoint.CC,782.446,2.340.191,2009,10
nicht-jugendfrei-online,9.204,91.706,2009,10
nick.de,1.550.367,38.546.774,2009,10
Noe Astro,643.610,4.526.809,2009,10
Nordbayerischer Kurier,245.198,1.686.231,2009,10
Nordbayern.de,2.082.275,13.650.346,2009,10
Nordclick.de,400.711,4.234.973,2009,10
Norderneyer Badezeitung,4.883,36.285,2009,10
Nordkurier-Online,162.405,809.651,2009,10
Nordsee-Zeitung online,179.977,1.086.295,2009,10
Notebookcheck,1.135.448,3.670.564,2009,10
notebookinfo.de,252.069,1.315.986,2009,10
Notebookjournal.de,661.422,3.531.111,2009,10
Novum - World of Graphic Design,17.530,60.425,2009,10
Nürtinger Zeitung,58.031,275.409,2009,10
NW-News (Neue Westfälische),1.545.892,15.850.607,2009,10
NWZonline (Nordwest-Zeitung),969.628,13.681.344,2009,10
Oberhessische Presse,95.137,962.520,2009,10
Oberpfalznetz,319.975,2.164.405,2009,10
ÖKO-TEST Verbraucherberatung,466.348,3.397.421,2009,10
oekoportal,64.277,138.574,2009,10
Offenbach-Post Online,351.672,2.304.357,2009,10
Offizielle Website FC Augsburg,206.301,856.594,2009,10
Offizieller Internetauftritt von Eintracht...,1.400.116,9.456.116,2009,10
OK! Magazin,158.000,1.952.541,2009,10
Oktoberfest.de - Die Website zur Wiesn,438.744,3.598.409,2009,10
Oldenburgische Volkszeitung,65.710,269.410,2009,10
Omnibus Revue,15.309,60.168,2009,10
OnlineWelten Network,8.482.637,128.696.074,2009,10
Onmeda,2.911.216,18.175.360,2009,10
OnVista,12.350.838,90.257.657,2009,10
openPR - Das offene PR-Portal,925.648,1.479.848,2009,10
Opodo *,---,---,2009,10
OPTIKUR - Bewusstes Leben!,622.203,1.524.093,2009,10
ortsdienst.de,176.059,323.350,2009,10
Os-Informer,288.441,2.788.386,2009,10
Ostfriesen-Zeitung online,218.789,1.503.403,2009,10
Ostfriesische Nachrichten,101.395,364.196,2009,10
Ostsee-Zeitung.de,388.494,3.207.714,2009,10
OTZ.de (Ostthüringer Zeitung),306.245,3.518.229,2009,10
OUT in Berlin,4.061,12.468,2009,10
OUTDOORCHANNEL.DE,1.207.977,7.287.574,2009,10
OVB online,874.132,9.504.880,2009,10
OWL Online,10.861,44.396,2009,10
P.M. Online,206.622,1.112.068,2009,10
Page-Online,53.744,116.926,2009,10
paradisi.de,1.792.352,3.984.278,2009,10
paradiso.de,29.395,87.611,2009,10
PC Action,503.739,4.283.714,2009,10
PC-WELT,13.750.439,61.602.318,2009,10
pcgames.de,5.159.839,34.032.020,2009,10
pcgameshardware.de,4.636.984,32.159.353,2009,10
Peiner Allgemeine Zeitung,67.161,426.584,2009,10
Perlentaucher,788.574,1.754.162,2009,10
Petra,63.129,656.244,2009,10
PFF - porsche friends worldwide,201.533,1.761.760,2009,10
Pharmazeutische Zeitung online,216.374,757.593,2009,10
phonostar,2.175.262,7.142.869,2009,10
Pinneberger Tageblatt,79.083,365.084,2009,10
pixelio.de,459.819,4.357.842,2009,10
planet radio,401.012,2.226.995,2009,10
Planetopia.de,29.125,120.359,2009,10
plasticker.de,154.448,799.795,2009,10
Platinnetz - die 40plus Community,564.840,18.214.409,2009,10
Playboy.de,1.279.669,23.952.953,2009,10
PNP-Online,669.877,6.145.827,2009,10
podcast.de *,---,---,2009,10
pointoo,3.796.667,7.176.660,2009,10
PONS Online-Wörterbuch,2.757.392,19.923.491,2009,10
POOLTRAX.com - Das Entertainment Portal,324.220,1.010.860,2009,10
port01.com,182.909,1.987.845,2009,10
Potsdamer Neueste Nachrichten,164.094,537.301,2009,10
Prad.de,377.251,2.667.919,2009,10
PRAKTIKA,68.955,274.146,2009,10
Preissuchmaschine.de,4.396.398,18.458.759,2009,10
Preisvergleich.de,5.425.794,11.515.785,2009,10
PresseBox,622.273,1.144.611,2009,10
Presseportal,2.560.150,7.612.254,2009,10
PRINZ,1.198.663,7.923.078,2009,10
Prisma.de,393.580,1.542.564,2009,10
private-krankenversicherung.de,118.011,223.335,2009,10
Process,78.813,186.272,2009,10
Productpilot.com,32.938,139.196,2009,10
PromiFlash,1.686.866,5.602.348,2009,10
promotionbasis.de,489.060,5.505.196,2009,10
ProSieben Online,137.922.890,309.060.359,2009,10
Psychologie Heute,35.824,132.263,2009,10
PTAheute.de,22.353,123.341,2009,10
publish.de,52.001,112.333,2009,10
Pützchens Markt,3.803,26.516,2009,10
pz-news.de,428.739,2.139.310,2009,10
QM-InfoCenter.de,32.795,119.664,2009,10
Qualimedic.de,1.443.402,8.487.771,2009,10
Queer WEDDING,1.167,2.990,2009,10
Quoka.de - Der Kleinanzeigenmarkt,9.996.510,89.783.791,2009,10
Quotenmeter.de,899.269,3.146.244,2009,10
Qype GmbH,7.685.409,18.765.607,2009,10
R.SA,112.323,425.769,2009,10
Radio 90.1,28.169,74.405,2009,10
Radio 91.2,59.923,183.010,2009,10
Radio Berg,66.844,245.438,2009,10
Radio Bielefeld,60.560,197.746,2009,10
Radio Bonn/Rhein-Sieg,81.042,365.411,2009,10
Radio Duisburg,59.091,209.164,2009,10
RADIO ENERGY,863.368,4.759.928,2009,10
Radio Ennepe Ruhr,19.968,72.923,2009,10
Radio Erft,53.710,227.379,2009,10
Radio Euskirchen,29.793,87.075,2009,10
Radio ffn,583.918,5.282.770,2009,10
Radio Gong,139.654,535.638,2009,10
Radio Gütersloh,75.290,312.513,2009,10
Radio Hamburg,416.015,2.484.883,2009,10
Radio Herford,26.357,109.594,2009,10
Radio Hochstift,77.141,244.915,2009,10
Radio K.W.,34.575,133.978,2009,10
Radio Köln,131.578,463.375,2009,10
Radio Leverkusen,41.238,173.287,2009,10
Radio Lippe,45.706,178.312,2009,10
RADIO NEANDERTAL,27.601,78.048,2009,10
Radio NORA,51.230,259.224,2009,10
RADIO PSR,380.247,1.488.903,2009,10
Radio Regenbogen,232.215,1.856.814,2009,10
Radio RPR Rheinland-Pfälzische Rundfunk GmbH &...,297.747,1.545.592,2009,10
RADIO RSG,31.404,89.124,2009,10
RADIO RST,17.959,58.655,2009,10
Radio Rur,37.620,116.120,2009,10
Radio Salue,469.829,10.482.458,2009,10
Radio Sauerland,29.955,111.752,2009,10
radio SAW,315.027,2.065.666,2009,10
Radio Schleswig-Holstein (R.SH),241.269,2.309.749,2009,10
Radio sunshine live,482.569,1.539.790,2009,10
Radio Ton,27.225,119.234,2009,10
Radio WAF,30.618,119.709,2009,10
Radio Westfalica,31.189,127.627,2009,10
RADIO WMW,19.281,58.575,2009,10
RADIO WUPPERTAL,41.661,155.901,2009,10
radio.de,1.790.789,5.382.551,2009,10
Radio7,568.081,16.074.335,2009,10
rap.de,436.781,1.376.137,2009,10
Readmore.de,1.568.955,13.499.498,2009,10
RealGames,13.985.150,74.709.524,2009,10
Recht für Deutschland,26.655,156.660,2009,10
REISE & PREISE online,95.193,346.482,2009,10
Reisen.de,1.555.663,10.756.547,2009,10
restaurant-kritik.de,159,223,2009,10
Reuters Deutschland,662.422,1.346.780,2009,10
rga-online,211.306,1.388.656,2009,10
Rhein Main Presse,1.140.295,5.803.065,2009,10
Rhein-Main.Net,736.914,4.450.514,2009,10
Rhein-Neckar-Zeitung,284.769,1.537.713,2009,10
Rheinmain Extratipp,1.299,4.248,2009,10
rheinmainmedia.de,12.078,68.749,2009,10
RockHard.de,301.963,2.506.202,2009,10
ROCKLAND SACHSEN-ANHALT,20.096,58.879,2009,10
routenplaner24.de,227.795,844.870,2009,10
rp-online,9.447.453,71.537.878,2009,10
rs2.de,173.705,727.438,2009,10
rsk1.de,24.759,88.580,2009,10
RTL 2,2.038.790,20.386.294,2009,10
RTL.de,43.061.611,361.916.833,2009,10
RTLregional.de,108.757,554.567,2009,10
RTV.de,628.578,5.985.700,2009,10
RUND-UMS-BABY,1.641.649,35.063.181,2009,10
runnersworld.de,632.725,4.870.109,2009,10
RZ-Online,1.403.202,6.124.274,2009,10
sat.1 online,18.779.307,166.849.795,2009,10
Schädelspalter Online,3.953,11.628,2009,10
Schaumburger Nachrichten,78.000,1.045.851,2009,10
Schaumburger-Zeitung.de,36.354,206.001,2009,10
Schneehoehen.de,227.196,1.010.113,2009,10
Schnitt Online,48.744,109.277,2009,10
schoener-wohnen.de,257.988,12.233.196,2009,10
Schueler.CC,20.541.850,990.540.490,2009,10
SCHUELERPROFILE.de,911.764,24.081.489,2009,10
schülerVZ,172.728.662,6.444.226.130,2009,10
Schulradar,167.286,593.581,2009,10
Schwäbische Post,161.117,1.107.105,2009,10
Schwäbische Zeitung Online,975.447,10.900.065,2009,10
Schwäbisches Tagblatt Online,257.654,1.101.781,2009,10
schwarzwaelder-bote.de (SWOL),396.923,3.464.694,2009,10
SearchDataCenter.de,55.672,108.429,2009,10
SearchNetworking.de,71.299,131.346,2009,10
SearchSecurity.de,60.515,117.033,2009,10
SearchStorage.de,55.621,103.969,2009,10
SeereisenMagazin,12.383,31.104,2009,10
segeberger-zeitung.de,35.703,108.266,2009,10
Selbst.de,670.776,3.806.445,2009,10
sevenload *,---,---,2009,10
sft,331.611,4.415.066,2009,10
SG Dynamo Dresden - Offizielle Internetseite,956.386,5.344.823,2009,10
sh:z Schleswig-Holsteinischer Zeitungsverlag,716.770,4.807.146,2009,10
Shape,141.723,10.069.859,2009,10
Shareware.de,2.752.114,9.964.701,2009,10
Sharewise.com Die Aktiencommunity,185.493,1.184.097,2009,10
shop-apotheke.com,1.773.414,6.053.171,2009,10
Siegener Zeitung online,108.081,563.507,2009,10
Siegessäule,58.614,249.894,2009,10
Sindelfinger Zeitung/Böblinger Zeitung,59.948,270.053,2009,10
skateboardmsm.de *,---,---,2009,10
sky.de *,---,---,2009,10
SmartShopping *,---,---,2009,10
softonic.de,9.964.345,43.845.292,2009,10
SOL.DE / Saarbrücker Zeitung,1.169.337,15.397.939,2009,10
solinger-tageblatt.de,174.928,1.204.525,2009,10
Songtexte.com,2.353.333,5.934.521,2009,10
Southpark.de,2.304.467,12.025.268,2009,10
sozene,3.215.335,20.938.578,2009,10
spickmich.de,3.333.906,149.563.191,2009,10
SPIEGEL ONLINE,116.448.225,619.444.017,2009,10
SpielAffe,13.592.292,195.962.074,2009,10
Spielen.com,6.330.030,64.700.665,2009,10
SPIELERKABINE.net,158.628,792.577,2009,10
Spieletipps.de,6.625.075,65.220.453,2009,10
Spielfilm.de,262.427,662.068,2009,10
Spin.de,16.367.764,747.861.721,2009,10
Sport Auto,261.846,2.382.441,2009,10
SPORT BILD online,4.071.438,36.494.007,2009,10
Sport1,24.977.472,147.956.444,2009,10
Sport2,100.722,300.708,2009,10
sportal.de,5.668.941,53.230.616,2009,10
SPOX.com,8.179.895,60.117.235,2009,10
Spreeradio.de,83.948,580.699,2009,10
Stadtbranchenbuch,4.048.552,6.347.398,2009,10
Staedte-Reisen.de,55.152,227.824,2009,10
STAR FM 87.9 MAXIMUM ROCK!,172.312,484.408,2009,10
Starcookers.De,24.161,128.852,2009,10
Statista,432.486,1.265.599,2009,10
stayblue,9.418.089,410.497.232,2009,10
StayFriends,30.649.934,289.510.347,2009,10
Stellen Online,48.924,168.326,2009,10
stellenanzeigen.de,1.297.626,5.366.880,2009,10
STEREOPLAY,158.133,1.025.551,2009,10
stern.de,15.941.541,176.942.296,2009,10
stock-world,187.385,587.839,2009,10
Stockflock,27.435,199.833,2009,10
strato.de *,---,---,2009,10
studieren.de,229.002,2.390.694,2009,10
StudiVZ,182.959.438,4.036.832.476,2009,10
Stuttgarter Zeitung online & Stuttgarter...,2.509.643,16.259.767,2009,10
STYLE.DE,210.894,1.276.805,2009,10
Stylepark,395.660,2.575.566,2009,10
STZ-Online,57.400,266.485,2009,10
suchen.de *,---,---,2009,10
sueddeutsche.de,25.107.654,260.094.260,2009,10
suedkurier.de,1.807.875,19.452.676,2009,10
Südwest Presse Online,621.112,4.210.469,2009,10
SUPERillu ONLINE,373.079,4.369.477,2009,10
surf-magazin.de,74.536,445.439,2009,10
surfersmag.de *,---,---,2009,10
SVZ online,412.578,2.355.183,2009,10
SZ-Online,1.628.569,16.776.044,2009,10
Szene Hamburg,30.640,81.321,2009,10
T-Online Contentangebot,407.171.917,3.968.694.493,2009,10
t.akt - Kultur- und Freizeitmagazin für Thüringen,12.621,72.453,2009,10
Tageblatt für den Kreis Steinfurt,42.625,272.263,2009,10
tagesspiegel.de,3.583.014,11.973.021,2009,10
talkline *,---,---,2009,10
Tankstellenmarkt,5.243,12.333,2009,10
tape.tv,929.030,10.108.012,2009,10
Taxi Zeitschrift,4.110,12.344,2009,10
taz.de,3.426.882,11.778.948,2009,10
tecCHANNEL,1.281.714,4.561.960,2009,10
TechnoBase.FM,1.910.800,6.339.603,2009,10
Telebörse,2.736.322,11.695.610,2009,10
"telegate MEDIA / klicktel.de, 11880.com",8.735.368,35.159.747,2009,10
teltarif.de -Kommunikation ganz einfach,3.196.862,9.968.869,2009,10
Testberichte.de,6.776.859,24.734.400,2009,10
Testeo,1.227.654,4.937.414,2009,10
TextilWirtschaft.de,361.259,2.136.250,2009,10
The Local,1.447.207,6.996.701,2009,10
thomascook.de,396.832,6.276.685,2009,10
Thueringer-Allgemeine.de,596.401,12.845.381,2009,10
ticCity.com,326.445,8.516.724,2009,10
Tierzeitschriften der Gong Verlag GmbH,114.590,977.158,2009,10
TIKonline,248.244,1.476.778,2009,10
TLZ.de (Thüringische Landeszeitung),200.992,1.435.842,2009,10
TOGGO.de (Super RTL),3.388.678,136.650.827,2009,10
Toms Hardware Guide,3.469.313,10.521.378,2009,10
Toms Networking,52.105,180.532,2009,10
Tonspion *,---,---,2009,10
top agrar online,390.199,2.045.688,2009,10
TORfabrik.de,615.314,1.481.565,2009,10
tour-magazin.de,476.488,4.127.805,2009,10
TradeSignal Online,451.402,8.760.591,2009,10
TrailerSeite.de,526.601,2.045.154,2009,10
"Traktorpool - Ihre Traktoren, Landtechnik und...",1.044.279,11.691.749,2009,10
Transfermarkt.de - Das Fußballportal,12.152.227,118.536.094,2009,10
Travel Overland,154.837,661.346,2009,10
travelchannel,165.678,1.860.021,2009,10
Travian Browserspiele,10.100.182,938.144.584,2009,10
tri-mag.de,183.420,849.072,2009,10
TripAdvisor,3.260.404,12.541.355,2009,10
tripwolf.com,1.625.258,6.093.563,2009,10
trivago,1.203.205,5.135.997,2009,10
Trucker Online,81.607,1.404.300,2009,10
TUIfly (Hapag-Lloyd Express GmbH),6.682.890,20.521.301,2009,10
turi2,333.519,592.345,2009,10
TV DIGITAL,230.588,1.103.578,2009,10
TV Movie.de,9.634.856,61.843.218,2009,10
TV SPIELFILM Online,4.310.756,26.134.936,2009,10
TV TODAY,6.213.101,38.030.864,2009,10
TV14.de,254.861,863.421,2009,10
TVinfo - sehen was läuft! *,---,---,2009,10
tz Online,1.656.591,12.874.432,2009,10
UCI-Kinowelt,1.324.930,7.561.720,2009,10
UNICUM.de,465.762,1.868.718,2009,10
Universal Music Network,118.198,486.097,2009,10
UnserNachwuchs.de,119.778,897.831,2009,10
unterwasser,33.514,182.401,2009,10
urbia - we are family!,3.031.003,45.228.695,2009,10
Urlaub.de,93.973,1.753.757,2009,10
Vaihinger Kreiszeitung,24.514,55.933,2009,10
VANITY FAIR ONLINE,29.717,75.137,2009,10
VDI nachrichten,285.599,1.070.925,2009,10
VDMA-e-market,7.116,25.051,2009,10
Verivox,4.231.946,21.396.098,2009,10
Verkehrsrundschau Online,215.617,700.298,2009,10
Versatel.de,3.440.808,8.134.467,2009,10
Versicherungen.de,174.820,347.932,2009,10
VfL Bochum 1848 Fußballgemeinschaft e.V.,440.158,1.705.280,2009,10
ViaMichelin,4.268.064,16.044.030,2009,10
Videogameszone,1.348.278,8.136.897,2009,10
VIP.de,2.586.756,22.497.235,2009,10
Viply - one step to hollywood,557.432,1.363.707,2009,10
Visions.de,332.630,1.073.561,2009,10
Vital,40.359,385.773,2009,10
Vitanet.de,723.115,2.061.152,2009,10
Viva,2.157.119,17.165.618,2009,10
Vodafone.de,8.087.729,53.416.313,2009,10
Vodafonelive.de,380.981,1.994.767,2009,10
Vogel Buchverlag,10.038,45.562,2009,10
VOGUE.com,538.079,6.530.823,2009,10
Volksfreund.de,722.022,6.390.702,2009,10
"Volksstimme, Magdeburg",322.141,2.588.100,2009,10
vorname.com,350.592,2.530.493,2009,10
VOX,2.906.450,18.297.040,2009,10
w&v-online,896.753,2.607.981,2009,10
WA-Online,627.608,4.705.483,2009,10
Waldeckische Landeszeitung - Frankenberger Zeitung,75.718,424.214,2009,10
Wallstreet-Online,4.732.541,34.977.554,2009,10
wdwip.tv,23.798,46.009,2009,10
WEB.DE *,---,---,2009,10
weddix.de,335.407,3.067.670,2009,10
weg.de,3.091.328,10.867.293,2009,10
Weinheimer Nachrichten / Odenwälder Zeitung,39.653,211.638,2009,10
WELLE NIEDERRHEIN,25.522,67.355,2009,10
WELT ONLINE,23.228.769,164.644.970,2009,10
Wer liefert was? WLW-ONLINE,2.091.133,14.159.503,2009,10
wer-kennt-wen.de,167.381.680,4.781.136.012,2009,10
werbetechnik.de,4.198,22.901,2009,10
WESER-KURIER Online,486.346,5.069.075,2009,10
Westfälische Nachrichten,892.708,5.599.142,2009,10
Westfalen-Blatt,242.385,1.148.351,2009,10
Westfunk.de,3.952,7.328,2009,10
westline,1.317.016,7.695.602,2009,10
Wetter Online,29.991.333,143.572.542,2009,10
wetter.com,27.053.742,99.751.170,2009,10
Wetterauer Zeitung,69.115,413.842,2009,10
wg-gesucht.de,2.529.482,24.571.466,2009,10
widescreen-online.de,213.974,890.418,2009,10
Wikio,1.940.922,2.780.823,2009,10
Wilhelmshavener Zeitung - WZONLINE.DE,55.997,395.069,2009,10
Winamp.com,3.652.314,9.136.902,2009,10
"Windfinder.com -  Wind-, Wellen-, Wettermesswerte...",3.839.719,16.516.151,2009,10
windsurfers.de *,---,---,2009,10
WinFuture.de,6.413.768,17.847.342,2009,10
Winload,1.993.772,7.100.187,2009,10
Winter Wonderland,54.348,275.422,2009,10
WirtschaftsWoche,1.643.193,6.410.207,2009,10
wissen.de,1.668.949,11.185.010,2009,10
Wochenblätter,10.585,21.448,2009,10
Wohnung-jetzt.de,320.727,1.976.755,2009,10
Wolfsburger Allgemeine Zeitung,211.855,1.102.260,2009,10
Womenweb,292.042,5.142.202,2009,10
workingoffice.de,39.813,217.619,2009,10
wunschliste.de,1.111.609,2.960.410,2009,10
WZ-newsline (Westdeutsche Zeitung),869.554,4.520.813,2009,10
xchar.de *,---,---,2009,10
Y-Style,64.157,347.013,2009,10
Yacht,273.766,1.567.808,2009,10
yahoo,206.079.783,1.240.276.630,2009,10
yasni.de,10.664.378,32.190.243,2009,10
YAVIDO,104.522,493.824,2009,10
YIGG,1.003.858,1.618.970,2009,10
Zattoo,2.248.263,7.477.754,2009,10
ZDNet,3.151.490,8.841.174,2009,10
ZEHN.DE,175.607,1.830.552,2009,10
ZEIT ONLINE,12.791.339,61.088.168,2009,10
ZfK Zeitung für kommunale Wirtschaft,36.317,86.776,2009,10
zitty.de,226.942,1.366.975,2009,10
ZOOVER.de,1.700.468,3.396.261,2009,10
zvw.de,68.230,406.739,2009,10
Zweite Hand.de - Ihr Anzeigenmarkt für Berlin,296.242,2.406.176,2009,10
1&1 Internet AG *,---,---,2009,11
1. FC Nürnberg,---,644.765,2009,11
102.2 Radio Essen,611.103,33.662,2009,11
104.6rtl.com,97.695,85.322,2009,11
106!8 rock´n pop,12.373,167.396,2009,11
106.2 Radio Oberhausen,148.307,19.089,2009,11
107.7 Radio Hagen,105.217,94.656,2009,11
11freunde.de *,10.561,15.494,2009,11
123people.de,13.276,2.218,2009,11
3min *,43.063,38.751,2009,11
4men,4.312,---,2009,11
4Players.de *,---,---,2009,11
4Trips,10.450.802,9.180.665,2009,11
4WheelFun,1.270.137,---,2009,11
90.8 Radio Herne,---,---,2009,11
"90elf, Dein Fußball-Radio",812,711,2009,11
92.9 Radio Mülheim,101,---,2009,11
95.5 Charivari - Münchens Hit-Radio,---,---,2009,11
98.5 Radio Bochum,1.058.915,848.439,2009,11
98.7 Radio Emscher Lippe,210.476,72.469,2009,11
[030] - Das Stadtmagazin für Berlin,51.133,21.336,2009,11
Aachener Nachrichten,17.943,16.169,2009,11
Aachener Zeitung,1.774,401.592,2009,11
ab-in-den-urlaub.de,355.734,45.858,2009,11
Abacho,14.225,12.181,2009,11
Abendzeitung,2.044,128.877,2009,11
abenteuer und reisen,106.982,21.895,2009,11
Absatzwirtschaft-Online,39.804,34.353,2009,11
ad-hoc-news,5.451,52.867,2009,11
administrator.de,46.443,6.424,2009,11
Ärzte Zeitung Online,65.404,59.993,2009,11
Ärztenachrichtendienst,5.411,404.813,2009,11
AGOF - Summe der nur geprüften Angebote,369.469,35.344,2009,11
agrarheute.com,657.829,603.015,2009,11
agrarzeitung | online,54.814,3.253.044,2009,11
ahgz.de - Allgemeine Hotel- und...,2.831.160,421.884,2009,11
Ahlener-Zeitung,2.136.316,1.960.699,2009,11
AIRLINE DIRECT - discover online travel,175.617,1.420.961,2009,11
airliners.de Luftverkehrs-Branchenportal,1.286.331,134.630,2009,11
AIS-Online,58.024,41.567,2009,11
aktiencheck.de *,16.457,67.075,2009,11
Alice,52.503,14.572,2009,11
all4finance.de,977.538,796.260,2009,11
alle-autos-in.de,181.278,1.788.955,2009,11
Allgäuer Zeitung Onlineangebot,1.503.685,285.270,2009,11
Allgemeine Zeitung,1.055.210,801.977,2009,11
Allgemeine Zeitung Uelzen Online,253.233,320.562,2009,11
Allgemeiner-Anzeiger.de,199.112,121.450,2009,11
Alpin,659.142.003,555.184.467,2009,11
animeMANGA,103.957.536,340.845,2009,11
anotherdate.de,267.393,73.452,2009,11
Antenne Bayern,170.045,99.447,2009,11
ANTENNE DÜSSELDORF,70.598,322.440,2009,11
ANTENNE MÜNSTER,242.935,79.505,2009,11
ANTENNE NIEDERRHEIN,105.982,95.225,2009,11
ANTENNE THÜRINGEN,10.757,696.188,2009,11
Antenne Unna,531.977,164.211,2009,11
anwalt24.de,476.340,384.325,2009,11
AOL,92.015,427.787,2009,11
apotheke.com,305.075,122.712,2009,11
apotheken-umschau.de,---,---,2009,11
Arcor.de,---,7.478.694,2009,11
AreaGames,7.326.845,151.849,2009,11
Areamobile.de,51.851,41.107,2009,11
ARIVA.DE,10.744,299.297,2009,11
Arminia Bielefeld,238.166,61.131,2009,11
art - das Kunstmagazin,709.375,669.311,2009,11
artnet,40.064,72.554,2009,11
Ashampoo,66.883,5.671,2009,11
ATZonline-Netzwerk für Ingenieure,156.503,144.311,2009,11
AUDIO,12.192,12.951,2009,11
Augsburger Allgemeine Online,12.524,427,2009,11
auto motor und sport,56.379,35.332,2009,11
Auto News,21.047,297.269,2009,11
AUTO SERVICE PRAXIS Online,240.523,56.746,2009,11
Auto.de,18.032,16.589,2009,11
autobild.de,1.443,1.785.551,2009,11
AUTOFLOTTE Online,1.558.618,226.933,2009,11
AUTOGAZETTE.DE,104.185,94.396,2009,11
AUTOHAUS Online,9.789,27.051,2009,11
